Id	Label	Country	turnover	employees	assets	profit_before_tax	profit_after_tax
EC1791253868001	MICROSOFT DEL ECUADOR S.A.	US	719	47.0			
DO4551SDQ	MICROSOFT DOMINICANA	US		14.0			
EG0000011343	MICROSOFT EGYPT	US					
SV06142206981033	MICROSOFT EL SALVADOR SA DE CV	US					
HK0000199927	MICROSOFT HONG KONG LIMITED	US		150.0			
BR60316817000103	MICROSOFT INFORMATICA LTDA	US	10	1001.0			
IL60-020-7856	MICROSOFT ISRAEL LTD.	US		800.0			
IL53-366-3621	MICROSOFT ISRAEL RESEARCH AND DEVELOPMENT (2002) LTD	US		1100.0			
JP2010401092245	MICROSOFT JAPAN CO.,LTD.	US	3656	2150.0			259.0
KR1101140053310	MICROSOFT KOREA INC.	US	619	491.0	495	98.0	73.0
NZ9429039098740	MICROSOFT NEW ZEALAND LIMITED	US	75		50	13.0	9.0
US2-41307	MICROSOFT ONLINE INC	US					
SG199802706M	MICROSOFT OPERATIONS PTE LTD	US	5362		5089	166.0	151.0
US238174469L	MICROSOFT OPERATIONS PUERTO RICO LLC	US					
US2-41314	MICROSOFT REGIONAL SALES CORPORATION	US					
SG200312622N	MICROSOFT SINGAPORE HOLDINGS PTE. LTD.	US			1	0.0	0.0
UY213380430015	MICROSOFT URUGUAY SA	US	0	12.0			
VN001037397VNM	MICROSOFT VIETNAM CORP - HANOI	US					
US*190521510782	PRODIANCE CORPORATION	US					
DZ02B0016919	SARL MICROSOFT ALGERIE	US	5		6	1.0	0.0
LULB100468	SKYPE COMMUNICATIONS SARL	US	525		418	34.0	32.0
DE2011811281	SKYPE DEUTSCHLAND GMBH	US		1.0			
LULB111886	SKYPE TECHNOLOGIES SARL	US	208		541	34.0	34.0
GB05012699	S TECHNOLOGIES LIMITED	US			28	-2.0	-7.0
CZ27625559	SKYPE CZECH REPUBLIC, S.R.O.	US	29	225.0	14	2.0	1.0
LULB141504	SPRINGBOARD ACQUISITIONS SARL	US			2682		
US252760910L	CARADIGM USA LLC	US	1	1.0			
CN9394264879	WEI RUAN ZAI XIAN WANG LUO TONG XUN JI SHU ( SHANG HAI ) YOU XIAN GONG SI	US					
